pe_ratio, market_cap, past_pct_change,label
90.74698795180723, 58885857000.0, -0.08325219084712761,0.5624668082846523
170.24444444444444, 10197327000.0, 0.3580925367842582,-0.2001044250097898
72.43548387096774, 180068600000.0, -0.0024433585073302204,0.27076374972166567
52.42477876106195, 287007932000.0, -0.09474327628361852,0.6325118163403104
81.640625, 180302037000.0, 0.17008173776732727,0.46497607655502393
46.638554216867476, 67118170000.0, 0.9210918114143922,0.6357530353913717
60.131147540983605, 44322170000.0, -0.2946153846153846,0.09269356597600868
151.51612903225805, 173755548000.0, 0.292159559834938,0.8654460293804558
117.66666666666667, 90017972000.0, 0.016192875134940558,0.3832625118035883
123.3688524590164, 7520067000.0, -0.05506027122049228,-0.3376519832569264
28.14705882352941, 17087052000.0, -0.3050108932461873,0.13166144200626956
38.3974358974359, 40556245000.0, -0.019479456539531915,0.46544240400667786
83.62, 41454465000.0, 0.021250610649731428,0.6017699115044247
73.09550561797754, 63991001000.0, -0.09789918879567341,0.26108677273076625
73.09722222222223, 12999804000.0, -0.1640724269377382,0.23579707391221744
55.14383561643836, 5401967000.0, 0.3472222222222224,-0.08694572102844367
54.37864077669902, 23812870000.0, -0.06851821054382179,1.2833422603106588
282.375, 21381071000.0, 0.01825557809330634,0.44521912350597614
109.75, 26194858000.0, 0.17778572706134857,2.3741837509491273
74.06741573033707, 8974776000.0, 0.1886043995672557,0.20691747572815533
390.3125, 13755843000.0, -0.059771153267088206,-0.31769415532425943
38.80625, 30029950000.0, -0.11615658362989319,0.6864229344499918
1794.717416378316, 1360580706000.0, 0.46611766479478395,0.35396717265844924
1750.5882352941176, 1359845392000.0, 0.4416413373860183,0.37887413029728034
86.88059701492537, 81162658000.0, 0.1814491577024558,0.22676516062532204
13517.8, 1049323569000.0, 1.1778314805864345,0.7302667593839235
-28.7, 148392903000.0, 0.07490636704119857,2.5818815331010447
360.25, 23648997000.0, -0.06286581400390213,0.36456164700439525
21.175, 8453980000.0, -0.21033003915718815,0.22857142857142856
121.39583333333334, 48338825000.0, -0.040349143610013107,0.2625707911446712
56.54471544715447, 121811050000.0, -0.2524720550300947,0.4278936017253775
-56.33636363636363, 37871940000.0, 0.10640956971969293,-0.03856704857188963
201.97916666666669, 98372380000.0, -0.01922104198280214,0.47158329035585334
108.63636363636363, 29165308000.0, 0.12101313320825521,0.5312133891213389
43.08502024291498, 32463831000.0, -0.1953119092627599,0.5924638225897387
81.66141732283464, 33853946000.0, 0.1502883762200532,-0.11464661074149071
85.06349206349206, 31882402000.0, 0.01824054721641651,0.3523045344280648
62.19540229885058, 134323020000.0, 0.019084688304350686,0.07127456415942827
82.9047619047619, 46495916000.0, -0.029362572012637155,0.6810262301359372
53.70873786407767, 95656804000.0, -0.003602305475504374,0.6093637020968908
101.64835164835165, 27795050000.0, 0.12804878048780488,0.5955675675675676
40.621145374449334, 66669097000.0, -0.02762838764104191,0.45320464157900453
-741.1666666666666, 12588073000.0, -0.2904100845699697,-0.05059590735327187
128.3658536585366, 2619482000000.0, -0.04638521471281021,0.6077332319969597
64.3793103448276, 95895544000.0, -0.25080256821829855,1.738082485270487
61.676258992805764, 29164657000.0, 0.17890539053905397,-0.010498075352852044
60.652173913043484, 26430292000.0, 0.18020304568527917,0.30136200716845873
97.3, 49933193000.0, 0.28110599078341025,2.0264645426515933
69.38983050847457, 42750779000.0, -0.13041631265930334,0.5456765999022961
83.03092783505156, 6200742000.0, 0.17696916557065612,0.2520486714675937
54.61904761904761, 141568164000.0, 0.024412027389103693,0.1299040976460333
67.78494623655914, 16485737000.0, 0.13096519555077138,0.36246827411167515
435.21428571428567, 42164052000.0, 0.014485514485514443,0.7204989332020351
89.49457177322076, 48539021000.0, 0.19834924326856285,-0.0411640225903411
162.94690265486727, 23811502000.0, 0.12693555297141815,-0.031065008417965563
73.71764705882353, 14508778000.0, 0.2077872012336159,0.8330673475901692
-161.42857142857142, 29700061000.0, 0.0,-0.06666666666666661
181.825, 16100168000.0, 0.06689159454305416,-0.4795820156744122
58.03448275862069, 242938151000.0, -0.05925097820011192,0.7540106951871659
174.2181818181818, 8107467000.0, 0.10710571923743496,-0.3715299519933208
88.72093023255813, 21722325000.0, -0.47946513849092653,0.6943643512450852
78.61734693877551, 72758411000.0, 0.10728657660247203,0.38918813680316694
61.51685393258427, 16465375000.0, 0.06808427623878271,0.3086757990867581
74.26829268292683, 15984951000.0, -0.21883016931759872,1.2486042692939243
82.53571428571429, 14106868000.0, 0.15013271400132708,0.7212606375306505
102.27272727272727, 13406168000.0, -0.025974025974026035,0.4394444444444446
68.07777777777778, 42218811000.0, -0.09751067903962282,0.0398890158315651
71.68842105263157, 104918811000.0, -0.04765633739791929,0.508604487254787
60.61764705882352, 35369669000.0, 0.01602169090460928,0.3066472586123241
90.36874999999999, 122849264000.0, 0.1124019079858441,1.0396292966318557
100.94615993665874, 100749001000.0, 0.1181712140746003,0.3629867837954429
57.63999999999999, 11392343000.0, -0.21328480436760702,0.181818181818182
141.7111111111111, 8322968000.0, -0.008936203279198007,0.019523286811980515
70.92307692307692, 74367459000.0, 0.39169811320754727,0.34436008676789576
181.0263157894737, 148492976000.0, 0.16533965780111817,-0.10917284489024574
57.82868525896415, 260260626000.0, 0.4429863803559002,0.7698932139166378
141.39473684210526, 17189063000.0, 0.16349068860978772,0.6858365903592035
152.85714285714286, 16967977000.0, -0.02461257976298983,0.6031152647975078
45.8255033557047, 14356947000.0, -0.24892751072489272,-0.01757469244288229
70.47727272727273, 11155960000.0, -0.17185204967285347,0.4364721057723315
67.12903225806451, 58237018000.0, 0.09699525566684238,1.0096107640557426
-52.38095238095238, 9543277000.0, 1.7160493827160495,2.0136363636363637
114.56716417910448, 11377733000.0, 0.03954496208017337,0.19932256383533084
55.31578947368421, 16405295000.0, 0.19431818181818175,-0.08449096098953374
